"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
-11.4362358067026,9.02156399576047,1.28795313912502,5.63961232727073,4.69358046232571,4.96381058058583,-7.37798767897602,-5.35634764714763,-8.33502075264046,-4.44875876194109
5.98385841111175,5.41278827415609,-1.11841310402667,-1.70031183029084,-4.3234950186918,-1.11687178943767,-4.35936131247801,-0.75042594079197,-0.474993722792749,2.5899406480208
3.47146255217729,1.60206228561377,-5.22900398698347,-8.36896093206652,1.80074321181285,-4.49498099899935,-7.99321201863014,-1.26120133221421,1.18757219777425,0.940037695915846
2.06146475568401,-6.14163810538707,-5.10052243646405,-2.98142812266968,-5.60179385032292,0.330905364535209,8.1610364500516,-5.63148102149239,5.84468868891373,0.195750062818374
4.85336670559741,4.36702940815456,0.503075895315895,-11.5965598561603,-1.08166682162947,3.68257701282683,5.74105110533354,11.8945647561123,1.41371073255282,4.7739120414548
4.73639972614054,1.58622937676964,9.47498484083162,-2.45566829387644,-4.99552004823584,1.87445172997891,0.0510026355475753,-1.27668206172204,1.40202403962759,-0.703159145087547
-3.74069670145276,-9.07911145596373,-2.33721687317875,2.36609164401959,2.40434740064395,7.09382474276605,0.00297729727299486,7.63736254979564,-0.706088885419411,4.59622512670336
0.584776129435758,0.0511392517696491,5.89447143082001,7.52372443647731,-6.51799670506403,-3.00865003221735,2.1252995479378,-0.0365649026656435,-0.0174751549391124,-1.13457328400093
-0.763288131411168,2.82379599159887,-8.17968186981221,2.23798445786717,0.950321213033268,7.22916876198892,6.31362465807894,1.76528198019267,4.99864100801246,1.23743110324375
-10.9498905366469,-2.78843376009056,1.25598640284062,6.9967173150221,0.95346630319944,-3.43372082118288,6.08379426843749,-3.79680081771972,4.40553708087515,6.22091274981939
-1.78493115164511,0.519916016331713,-0.863343132916855,-7.59342811212891,-2.40482534583373,-1.73743545021448,3.01729548146441,-0.804159952014106,-6.97748174013799,-0.231610833957243
-13.5837589156536,-8.5592370133568,0.755922579115226,-4.89279899256851,1.5023893787434,0.431292217444801,2.40713286473307,-13.2612830529624,2.89691107094286,-0.900400586968758
-11.4072596299478,5.16872946819048,6.49829569052109,-0.747662053355807,6.39426586277583,-0.209293661868507,2.65673657421211,-6.93050473958729,-1.18984645901243,4.49650754340446
-1.62010270069258,-6.85979923906313,-9.09404215395436,-8.95229706995579,6.51543454400701,3.25253291372101,2.877510540094,-4.76091994076795,3.86075231963642,-5.41215767204683
-9.48033533404966,-5.6229875242852,11.4402784443322,-6.64677340209337,1.29418632025072,4.96826870315876,7.44127674588873,-0.288540997790638,-6.03900714821582,8.80881592369803
-2.33840255660849,1.45592238655443,-0.0735509001096209,6.30553184933428,-2.75867449605066,1.56277786045597,2.06858028203614,0.313357424608061,-3.55459311794638,8.81348174516017
4.46900361542722,4.97108082090998,4.79482016678264,0.721491924907547,-3.67644508525652,-7.62491781284699,-6.89156416083982,0.517277108444143,4.46071933788319,1.36337457816205
1.53664149768597,-0.123201988006173,-0.912047802680501,4.92375175709616,-1.40763336206771,1.57206865427439,1.93233567461397,-5.7506107307758,-5.46711869430416,1.31564976479988
0.0241121113378521,-0.616296519205837,7.78549831929866,2.35669735285231,-1.38592907237872,0.310446756973284,2.1824156100362,5.27025611608979,-2.39757085149809,1.35717705649767
-4.94082074749972,5.84071942718932,0.746486922355472,2.51596114113026,-2.10439410385814,2.93103717423334,-9.17686211974946,-5.32932423370257,1.3414889209565,9.45528818610675
-4.19875179812036,3.43943088321393,-5.51944025348476,-0.512214292721115,-0.192768724221555,4.19275279023163,-4.43889390147574,-5.13709040041484,-11.6661257248904,1.13686557140136
-3.5267091545275,1.24778198024705,1.10724667875097,1.76493800741443,-4.80972709588355,-2.22540389276455,-4.60324231925558,7.87828901526748,-4.89442756304652,0.807727019392679
-6.52982360405844,3.62300338094135,2.4250645198128,-3.91198973294334,-2.60948177957184,1.28365378032173,-3.87898029665419,-1.15071565761173,10.9739775047577,-3.50238531700423
6.93998108296425,3.50792575171499,-1.10206875950216,-2.11511337611031,1.94314062923907,0.535685557521253,1.95791686056571,-10.4915582468197,-4.44509176482202,-0.384676168449476
-6.36458432127618,0.249810955360812,1.94154649402646,0.129679336738836,0.184439344017073,1.24391024438797,-0.609079850103859,8.29930875421687,0.425560266195564,9.10093788237947
-0.920963856178837,2.51455166275674,2.73788829558333,-3.36560513193969,4.96176204164895,0.664798515805306,-2.61532297093967,-4.71743970148727,-3.46112579115943,0.0662905805066902
-3.76139947870016,0.125296481825608,1.3924920970917,-1.24882333199787,-8.76024205963016,6.25348079220873,7.0041630553535,6.52658359044658,1.04699441117205,3.47130632169002
-2.95872526231363,2.54064864929627,2.03289006944737,-3.22907724776165,-3.10618705482194,-1.82599823457536,-0.881828301411861,-8.97580638136389,-5.67204501530489,1.24873828799795
4.9152629788551,-4.69589918341655,0.345271641025764,-0.320492864516098,8.49966216764728,9.16535442735227,-10.2643858051264,-1.32969398871742,-2.12379563418257,6.59755213262879
1.38031977556003,-8.02569681828649,-5.76133738458389,0.11085413536169,-3.92708679624241,-7.63934733092496,4.83273141119412,-2.58780386017228,5.86537980583546,-1.19976494131931
4.35425511284296,-7.53878203560554,-8.39419372554102,3.8329072326255,-10.078805475722,-1.77145540238906,5.93643645835908,4.68663936252398,-0.662921438953909,0.74778934810711
-3.59355276542123,4.86748860630185,1.31606422348919,5.45715543055932,-2.2617007249508,3.00225803797994,-9.75962561431408,-4.03522872528827,13.3789390828455,-4.67625838252953
-0.553264388846681,0.409091774885553,2.46334596951302,-5.77496730131306,-3.92024124438332,-2.78927307597923,5.08108674673215,-1.62864097490686,-6.33135728474931,-0.00567401145684615
0.392333839858521,4.94213154315518,4.02595614030696,0.976986173191735,-2.59409993821105,3.2977273313182,-5.40882715080592,-0.222572799645998,8.51818707663309,-0.124855852894619
2.10245229670999,0.981026197967223,2.46778392106204,-5.81746539765706,-1.61721708923564,13.4850041406004,6.01838870157103,-0.147885028064968,-1.80165411258299,-7.3906959449078
2.81062938142633,-9.11875606007928,4.43232439275107,-3.85620673994576,6.3379422548145,-1.66021405476898,3.29080649228971,-5.44131602397858,-1.00944691205378,6.80744806331767
-4.98756722377653,0.0870172158766708,1.66055000939157,9.19934759277998,-0.1080622875207,5.7687119731462,9.46085620745554,-1.58703839471813,3.16668609300278,8.93515702293108
5.52565029406631,-3.17530233362826,0.657258894421805,5.80101423075068,1.4560285885318,-4.85892056369114,-4.48078589739888,-0.832285841020772,4.86705582964123,-1.72175023860419
0.711439153872926,-0.969092634600073,1.86307593486459,5.5709253257767,2.82773929577693,2.57634145149228,-3.31493604834323,-1.79781339074336,-4.42879994692884,-11.6116008073836
-1.57497452443957,10.5099194037489,-5.91401453514184,2.55820437275025,-0.326946058002517,0.231696051726247,-0.102553478182086,-5.46502714529157,2.37822892838622,2.41747767391592
-6.09275267253674,-5.64877643185775,5.34614874487174,-6.33585665010363,-1.03033068028348,-4.77672338579787,0.218084216893684,3.62377996868224,-4.29817328283941,1.11749984313808
3.49658539342757,2.91971885008494,3.78431351848086,-3.53355329124683,-3.27077051751546,-6.62066025715973,1.00565458646627,7.8234426342133,-1.76467003377621,5.43467761002937
1.42716375764363,-2.2535793859547,6.9211577286709,2.55978949738924,7.77125244827743,-2.20976390518634,-5.8213758183152,1.130745831563,-1.00239997998718,4.18143876261169
6.55776336304693,3.59512767209755,-3.73260190558963,0.762832423146694,5.68768951397533,-7.74462640571922,4.20353688160885,-1.46709799655265,1.07991280002578,-13.1985230794457
1.95506215724629,-1.86337036123887,11.5614766499418,-5.75603037402613,-1.28460731995574,5.26649874653002,5.89860236844511,3.77528833213744,-1.4797011160443,9.55572055951383
2.00763306547486,8.14233233952192,6.69044306876761,-5.30313348358771,-1.49853416916683,-2.68601594047583,10.4597307177405,3.27490058410338,-2.5529935853508,0.762072363497317
-6.75258790461477,1.36699992003121,-5.63845495697378,3.68036455317534,1.01087864717999,1.92571682756775,2.28062314536091,-0.693289672314669,-1.58013106292318,15.4590464573126
-2.9559501354461,3.24641859674808,-0.628454072484063,-0.871164923121628,-9.84251961797318,1.33305888430312,-6.86994928095034,-1.19502169516058,-1.75511485274881,-5.47769557424652
-0.502627278142844,5.73408495604509,0.81789641305363,-6.3922027750053,-0.251092139372715,-3.46360328505071,1.88473706804527,4.52463084534623,-4.94616495019644,11.3584894109617
-4.65535997760049,3.48800301779519,-4.41631284253898,5.53629201786276,0.591566337749876,-0.892919083731255,8.114943715557,4.41690754636324,-3.25935805565073,-5.00446567056972
1.31371174283266,-10.7234769735671,-2.13903380316659,-6.81214552648917,3.46415456338833,-2.82790082229621,-9.35390302090398,-3.90288708384108,5.077496171881,-8.99733535235021
0.0383405235633198,-7.42740289238838,1.54604748532371,2.11723068484083,-3.64072305583975,-2.71271129063055,-0.2585492423216,-3.25411810052407,4.75391396665891,-10.2439039734644
-1.83576503272817,4.62837218012748,-2.0827015274994,-6.71413476809872,3.48171689115682,-1.62574815203276,-4.55153335599664,0.771620068630977,12.853203453846,-3.62076144245554
-8.53581272568803,0.398968152849276,7.6484436882453,3.21600024398128,9.59918685876157,-6.15675047134152,7.67770289688179,4.08199131053212,-3.19148165916158,1.89888219180452
-3.6187013126419,4.23248713344657,0.688712534116909,2.47448349332643,5.07981641091131,3.96847719001424,0.463246399549608,2.35552738281109,0.718827525158546,1.46061650706874
-2.40518024353959,0.601611272946525,-0.398748775640518,3.61118102677705,3.41730170003544,-2.43034016201695,-6.52526077681245,-3.79906026095723,1.15623856580373,2.79998347216807
7.83934122112626,1.81495894815907,6.82998974846181,6.94692444614962,-3.30291913974176,4.90346154856918,3.51050516445247,1.5017878994575,3.92308342923936,1.17282785927637
-1.59125141740414,-3.18056639269988,-0.264944403692549,5.48486275787747,-2.26206301676117,-2.94931428550235,-8.07815684137804,-11.5343826539347,0.0501608985983275,-0.183088468892357
-0.829957253386752,-2.96157697965768,-3.21529799747952,2.56565321957388,2.37389557721928,2.19711683335482,3.11801222715792,-0.91715450295816,10.4752246273358,3.00098746768635
4.49953814814086,5.15646189998393,-3.06361857570073,0.0244024653761942,-3.70815205437684,3.08059657543835,4.27269167062445,2.02076103811724,-4.82524948327756,3.48894502760335
-0.38185736930287,-7.49699955976504,-8.16323084955005,-4.89300505450684,-1.13603655100674,3.17740314156978,-7.14372757897458,1.77843845567631,-2.0829214295371,5.01636934840777
-0.795776391313639,-6.22702885623365,-2.80935106150859,5.82493043679558,-10.1919968012887,8.99945847300605,-4.50274011157284,4.61055324373259,-2.52388516303137,2.85236123297626
